id,enlem,boylam,ad
5144,-37.22235,138.54771,GLA
5145,48.94155,-1.64341,IRH
5146,-44.33595,-49.50821,CHI
5147,46.74373,128.35456,ENG
5148,-61.51938,168.2991,DJN
5149,60.49267,65.52057,RFP
5150,-42.59594,93.86539,FDP
5151,-86.99007,75.0669,FWH
5152,-70.95439,-13.68442,XXJ
5153,-30.76546,26.92182,DZS
5154,-37.28696,-1.27894,RWJ
5155,-40.40521,9.972,ZNP
5156,72.08062,44.55388,BYB
5157,-24.17077,-64.88213,CBZ
5158,-49.34,137.51325,BAV
5159,10.14911,80.07174,MXJ
5160,26.54485,-44.23485,YQD
5161,6.38973,139.98397,HDK
5162,74.07668,167.82033,FVI
5163,-57.87915,-93.91182,DGY
5164,-52.49568,-63.35285,RNQ
5165,-77.77633,-151.92339,EGI
5166,-40.03825,167.57978,RWQ
5167,66.06973,-30.65147,VKX
5168,-42.55054,-99.53216,LVY
5169,-3.28365,11.55696,JXL
5170,27.14395,-143.56383,SNS
5171,-38.98683,162.28196,DRZ
5172,-48.95274,-157.36604,BIS
5173,49.8315,46.48929,UBR
5174,-1.89222,54.02974,WST
5175,43.67202,-36.17935,YIF
5176,42.7515,112.92163,HCH
5177,68.45687,-63.53179,NOS
5178,-71.17233,75.56226,TMU
5179,-30.10459,177.68632,AIT
5180,68.6237,-122.96801,VSC
5181,-30.82737,2.52037,ACH
5182,-34.37075,-85.23955,GHD
5183,59.47152,-122.14883,WBN
5184,-71.12681,142.41811,GAG
5185,85.2461,-127.19762,LHK
5186,-63.28752,112.52521,DNF
5187,87.1372,98.84038,JTF
5188,39.91074,-144.60332,KRP
5189,-39.55842,-96.77772,HRA
5190,51.24809,34.97038,SUU
5191,-47.87671,57.20814,UHE
5192,-14.20223,140.09233,XVM
5193,-76.63812,99.02437,EQN
5194,-69.12972,167.27706,NKI
5195,-7.59686,5.32342,BTV
5196,52.43225,39.80591,RLE
5197,-3.11463,46.76587,NIY
5198,-38.91885,144.48413,DQN
5199,-7.20458,-83.67183,XSL
5200,4.34718,47.91065,BLT
5201,-54.42749,-124.72457,EOY
5202,34.41925,18.46543,JZS
5203,81.20665,155.27565,KCJ
5204,-58.39247,134.24662,GTS
5205,-53.63527,128.26121,AKE
5206,-67.8259,-178.32099,ZJL
5207,80.84865,-131.74916,GBS
5208,87.01811,140.73211,PCL
5209,-57.19837,-149.82995,ICK
5210,37.01355,150.16566,MPR
5211,-76.25463,142.46039,JIV
5212,-27.37158,-105.30611,NIA
5213,67.06098,82.36907,POK
5214,-21.03753,142.30796,BRF
5215,23.8422,-175.80337,IKD
5216,76.28431,38.4821,SZA
5217,15.17178,-36.96842,SPQ
5218,-46.4216,-152.74646,XSQ
5219,-62.19594,67.77974,RRQ
5220,5.08795,51.67872,QTT
5221,-26.18365,139.98498,USO
5222,18.43827,-72.70317,WAG
5223,43.38066,154.45424,DUG
5224,12.88317,14.14586,SEP
5225,-23.09743,13.83993,YZX
5226,20.38584,54.91544,QOE
5227,-24.59227,-142.44323,SNN
5228,-44.79057,166.28574,PWR
5229,-84.86696,-137.39144,VGN
5230,-81.91433,12.2755,AGT
5231,-79.51339,147.37467,BKC
5232,-25.78355,-64.37805,DZE
5233,-44.94701,82.38118,XSI
5234,50.60376,-21.45947,TNS
5235,-25.62313,155.97469,ZZU
5236,63.98367,22.95295,NSY
5237,62.61069,-101.44573,LWR
5238,-50.19157,127.03049,FDP
5239,63.58616,-53.60954,EUA
5240,45.78453,-49.0386,RFJ
5241,-53.60826,-138.93062,NHA
5242,53.04126,-28.06066,LIN
5243,64.63954,-101.31502,QYT
5244,-89.23333,-75.67875,BEU
5245,-11.42947,-121.07984,UJZ
5246,67.17067,-108.40389,MXR
5247,5.77257,36.15058,FMX
5248,80.93885,50.12013,FUC
5249,33.28567,-42.35064,REQ
5250,-35.5406,23.96296,BNL
5251,-89.66654,-160.81302,JSY
5252,28.20222,173.24529,KOL
5253,4.30879,146.32402,ERZ
5254,-23.77684,95.53132,GIT
5255,42.2157,87.69252,XWM
5256,76.94601,-2.7643,RJB
5257,-28.74586,-127.31501,IPU
5258,-68.86662,109.45743,WMM
5259,39.36091,-85.05846,GFE
5260,-2.31865,153.60368,YKW
5261,49.73425,-63.65124,DQW
5262,-85.15845,71.86966,CJS
5263,-24.16078,37.91282,EME
5264,28.1242,12.79035,RYK
5265,23.83001,-4.35227,AGP
5266,54.32099,19.81112,FGM
5267,-5.91262,87.53941,OPF
5268,6.06878,-177.04659,JUF
5269,33.30784,154.79283,ZQM
5270,-87.91601,-91.17363,WXA
5271,3.85035,137.71109,MEH
5272,81.9549,124.98105,TRO
5273,-19.5793,158.53498,LFX
5274,-0.45547,-146.01349,FPS
5275,78.87298,47.50756,UDP
5276,75.68115,-102.43777,KIQ
5277,20.45171,-129.29606,BXV
5278,-8.64743,35.27674,JQR
5279,78.94234,25.66612,TKL
5280,82.35958,3.5303,XKF
5281,-43.64135,59.11756,VBA
5282,-47.55031,-177.03313,FME
5283,-22.74079,26.77604,TXZ
5284,44.93954,43.74944,ELU
5285,86.53261,-166.19263,CPV
5286,-57.89407,56.51596,EZB
5287,-40.87584,141.07346,NRS
5288,-33.10944,172.03184,BVF
5289,-20.79516,93.13805,AFY
5290,-32.97968,-63.22354,OOV
5291,-32.39419,-42.27292,YZU
5292,-46.77381,74.43559,ZKO
5293,-23.62181,-150.77558,XNS
5294,69.58937,75.78622,MUR
5295,-56.85935,50.26423,SXV
5296,-86.65521,26.07283,HIX
5297,-14.43995,-155.88158,UNO
5298,-20.77672,21.028,XXG
5299,88.2826,23.40869,LQA
5300,-89.40044,-31.26355,IUI
5301,27.68064,71.67399,CPB
5302,69.43133,-17.24166,APX
5303,16.99783,-134.10361,JSS
5304,-40.82214,54.61982,WLJ
5305,-26.49017,-19.68932,DKI
5306,-16.64618,60.04225,UKB
5307,26.35659,-136.38229,WTW
5308,-7.88753,-89.68549,JAU
5309,78.63132,-24.1826,XHS
5310,35.06009,-17.62441,ZKD
5311,66.73028,-123.18784,GTU
5312,25.21636,179.12331,ZFA
5313,87.57036,175.59972,RXQ
5314,-53.87801,83.0819,KVD
5315,20.65069,-37.87598,WXV
5316,73.39071,-141.25624,ZWE
5317,-34.19459,100.11905,VRR
5318,-38.07954,155.04102,UZI
5319,-52.29218,-63.32067,OKD
5320,-4.45812,15.9866,YRU
5321,65.46433,-70.6768,ELH
5322,-23.91491,96.95043,MCH
5323,3.49956,113.8093,LTR
5324,49.97622,-129.08272,JNQ
5325,13.47167,-113.42552,IUD
5326,12.46263,-75.83961,KTF
5327,-59.2048,126.96742,PLX
5328,-84.34518,53.12099,NHO
5329,-33.30528,61.55784,SAL
5330,38.28999,-77.09811,GPK
5331,48.97761,32.19507,LOB
5332,-28.77555,-55.91841,EDG
5333,-49.80998,115.24176,NFZ
5334,61.57039,70.92684,VON
5335,59.65494,-118.99519,JIT
5336,-10.10164,-47.53189,ZNB
5337,0.18941,-92.92304,YXI
5338,-49.41588,-127.71538,LDX
5339,17.65184,-86.82646,IDD
5340,86.15335,113.89385,DKE
5341,47.27134,68.23198,QET
5342,39.31877,-105.04817,KHU
5343,-72.33656,-43.31786,NQG
5344,-49.60773,54.67278,QWB
5345,89.34306,-12.97389,EIH
5346,-26.73887,-16.08114,TPR
5347,86.49544,17.10578,ANM
5348,-51.59522,92.65366,WSE
5349,22.09859,-124.61968,KMF
5350,-88.91246,2.79569,ZXY
5351,71.88243,20.03479,NJQ
5352,-49.25729,84.05974,RCZ
5353,36.71524,178.13718,SWA
5354,53.40245,-130.54426,UPU
5355,-37.9485,-106.73721,XTZ
5356,-1.58713,133.7162,PVH
5357,79.50926,79.24718,DAB
5358,28.93749,-145.14958,ZZM
5359,-12.19768,58.25716,CYM
5360,61.72132,100.0164,QLE
5361,-56.01156,7.57215,UTB
5362,62.90393,18.58897,DOX
5363,-53.10742,-65.86594,DYE
5364,70.56236,-116.79818,UTB
5365,-68.92229,15.17965,ERP
5366,44.88935,134.71606,EES
5367,-38.68814,-20.958,GMQ
5368,47.9811,-29.31345,PMW
5369,-47.31597,-106.97237,NSP
5370,56.17373,36.22873,FHT
5371,-73.71805,-34.16558,PBQ
5372,-38.85027,-19.04761,AWI
5373,-60.99423,-54.20205,EWD
5374,-49.07959,170.13749,ZNY
5375,21.84136,65.37099,PIP
5376,-30.70649,-121.80722,UAI
5377,-72.68982,2.70448,XLS
5378,70.81613,137.7446,DVA
5379,-34.09872,39.43148,APF
5380,-9.3464,164.57915,MWL
5381,-64.41594,-101.12419,WLS
5382,-55.36921,-9.53278,IPM
5383,-40.66021,59.44771,VDX
5384,-61.87808,-118.6233,AKH
5385,21.6919,-129.45583,SAB
5386,-13.65393,120.29681,TFK
5387,-28.40762,122.59815,WVS
5388,-66.70075,119.69736,KAQ
5389,49.95633,-37.88047,SAV
5390,56.54931,-4.62721,MMI
5391,69.11519,-80.48594,IYM
5392,-52.49039,60.89106,FUB
5393,-50.02756,-127.13167,IYK
5394,-26.90245,167.19758,KDP
5395,-44.05123,102.48835,ASF
5396,-38.1968,-46.11785,BEL
5397,-1.56911,-56.16937,BYY
5398,-18.53816,9.79736,TUP
5399,-45.7878,53.11014,BIS
5400,63.89415,114.59655,SML
5401,36.86317,-144.54017,YPO
5402,-71.00167,94.35839,FOD
5403,-76.04162,64.49732,EVZ
5404,-83.52156,51.30439,OMQ
5405,-27.80142,173.61243,WBH
5406,23.77853,124.05669,MMC
5407,3.04589,54.56449,COS
5408,-13.22408,-146.12693,ERE
5409,-15.46897,-100.84953,XZK
5410,14.29828,-81.45863,VRI
5411,76.73868,80.66224,VOH
5412,-58.41898,-90.21323,VBJ
5413,-34.76147,87.49072,WCU
5414,72.10343,-114.96287,AUR
5415,-17.43027,-66.29387,OYH
5416,-13.30352,73.67914,CNC
5417,73.78569,97.72227,HZF
5418,-29.26444,-31.27019,HGA
5419,81.94445,161.88043,TXN
5420,40.0356,-9.28752,PGR
5421,-58.11057,-51.04753,GJC
5422,12.68141,-107.00325,ULB
5423,53.73666,-82.95766,UEL
5424,-69.13761,104.17141,PKA
5425,-81.55288,167.6846,UPC
5426,58.65419,-44.24122,SUS
5427,-69.7623,155.58845,VPG
5428,-87.77287,135.32131,OOW
5429,-59.02895,147.9288,KVQ
5430,58.84034,126.51209,AHS
5431,-46.79984,-123.29108,GVF
5432,81.54989,12.72316,GDK
5433,31.52317,-86.52531,UKQ
5434,64.5369,-78.92578,JML
5435,-52.27886,-123.90739,BYZ
5436,49.80347,84.60198,BAM
5437,80.73014,54.29516,WWN
5438,82.16074,-4.81063,BUE
5439,45.09858,-61.22012,NJM
5440,53.46174,-176.54562,LDL
5441,-72.69203,-82.0112,ZQD
5442,10.02627,30.84172,AGR
5443,49.65169,109.18648,VYB
5444,63.48996,-177.05364,OWS
5445,14.08741,18.57659,BIL
5446,-87.56165,72.56884,RQF
5447,-85.78792,-79.75111,VCF
5448,-22.25334,0.4629,YON
5449,29.59972,82.51118,UOO
5450,-74.22059,-121.39216,PGI
5451,-38.8778,82.33915,YVM
5452,32.5339,19.68759,VBQ
5453,-0.04653,-176.94831,CBL
5454,-82.71716,-96.48084,RUS
5455,-39.73163,-32.57994,VNU
5456,74.28837,167.25627,JER
5457,64.2575,-160.22644,NJG
5458,59.65831,21.2259,XEJ
5459,-30.6722,-99.43201,IUA
5460,-22.77254,-98.2609,NFV
5461,73.34495,-66.97368,ZZZ
5462,55.02692,39.80197,PCW
5463,-14.71942,57.51666,YOK
5464,52.14774,-116.48247,VYR
5465,-45.99661,-162.55191,WPI
5466,-58.07701,-166.85004,XCW
5467,79.03519,-109.8882,SLR
5468,12.43854,-27.55067,JNI
5469,50.89396,-19.41692,YGW
5470,-7.57483,-85.36831,MRN
5471,36.54132,137.80548,ENC
5472,-10.2916,175.68715,LIB
5473,78.39186,88.2699,TNT
5474,38.85592,6.11863,GNO
5475,31.7285,-34.47125,BMC
5476,-62.38369,-162.46028,XGX
5477,-50.31862,128.08231,PFJ
5478,-51.141,-69.94279,CBW
5479,-58.42711,63.63597,NKL
5480,32.68782,177.08109,UYG
5481,-57.40094,51.17416,QTT
5482,-77.78052,72.85632,ZXW
5483,57.88845,117.68803,ZJE
5484,-66.35888,-45.94302,UES
5485,53.75624,-161.48091,XJI
5486,-58.30107,-162.62043,JEP
5487,-40.33964,-171.09338,ESG
5488,-87.58222,52.93234,VCD
5489,63.08733,5.27044,VGV
5490,17.08163,55.64006,UTB
5491,-9.46317,-59.60448,AKB
5492,7.84909,-120.73683,AES
5493,-63.15089,-98.6394,ODT
5494,-86.7003,46.10005,HVF
5495,87.14858,114.95089,OQD
5496,-7.4164,81.60196,PRX
5497,17.76708,158.91782,OTC
5498,58.83788,168.37966,VWZ
5499,-83.77671,-23.72797,GYE
5500,-65.43782,175.35897,DUH
5501,36.76887,101.2891,UCN
5502,-39.32912,-114.1887,QZT
5503,60.52639,60.95743,AOR
5504,17.70617,150.15204,YFR
5505,-23.55487,119.20369,NIJ
5506,74.31544,132.11892,QSC
5507,75.22448,-6.86935,HCI
5508,31.0431,-89.05076,NET
5509,81.61357,-80.34851,YLJ
5510,-15.36608,47.92052,HYO
5511,-64.12708,97.62723,PBN
5512,29.62355,5.47771,OXP
5513,-23.28751,79.73958,JEC
5514,23.92433,57.17141,ODU
5515,50.82028,-65.14893,WMG
5516,-65.33535,-58.04095,LED
5517,81.72887,-122.60526,MEI
5518,-71.94091,49.5641,EMI
5519,-40.0116,29.95923,DZR
5520,14.78915,-114.63529,XJW
5521,39.84368,98.49884,PON
5522,-16.15786,-101.55087,VMJ
5523,-68.04995,-28.54101,DDW
5524,44.52477,131.54222,BZS
5525,-80.51737,-53.62709,CYF
5526,-61.80109,-102.04879,NWJ
5527,83.03039,102.50026,OKA
5528,38.93182,67.16838,KHW
5529,-28.37257,22.38239,VSG
5530,83.26796,-17.9202,NJM
5531,16.83563,-33.38752,RWK
5532,-75.15773,46.97262,KFM
5533,-68.70594,85.8724,CBD
5534,-57.39954,-160.15912,RXQ
5535,80.43309,-66.22952,DPH
5536,-3.20793,-75.98581,ZGC
5537,-0.61803,-174.91107,KNA
5538,-9.44787,43.87841,OZW
5539,21.63884,121.90293,HQD
5540,-22.26936,139.45206,HDR
5541,-31.83275,168.86784,MCB
5542,-67.53169,138.68639,IRV
5543,30.5053,-169.45661,DFZ
5544,-87.2135,-148.44441,ANR
5545,2.97849,-31.80495,LGG
5546,-65.20483,-134.25717,GAR
5547,-32.91152,108.41701,AKY
5548,13.01748,-135.16434,ZAU
5549,-6.55062,-123.86325,KHO
5550,-72.5306,-160.91804,OZJ
5551,72.77492,109.32341,AYH
5552,-12.8156,120.85006,HEL
5553,16.58169,84.35113,IRN
5554,11.8057,63.84419,AOL
5555,43.89327,93.77027,YJR
5556,10.29915,164.90637,OZK
5557,60.95728,-84.45911,PPQ
5558,48.77003,-136.20433,DNQ
5559,62.8443,32.73632,PHV
5560,-77.19129,-8.03054,SWD
5561,-11.96831,99.09891,UKG
5562,-86.39547,80.32274,DPI
5563,47.12747,3.96385,YXX
5564,0.08159,47.34653,JFO
5565,-52.8477,-17.32603,ZJA
5566,-55.13801,39.90463,CCR
5567,3.90963,-146.67427,MUV
5568,-20.11836,42.44604,GMF
5569,-67.49139,49.10965,DYB
5570,66.75576,-27.42588,EDY
5571,-63.18376,-149.82378,DJS
5572,30.30698,-148.86181,POT
5573,48.47768,162.65456,BXQ
5574,37.57783,95.37297,EEB
5575,-29.75198,-7.26393,QJV
5576,-13.49457,42.82542,RQK
5577,27.84415,11.98029,TZU
5578,-34.06836,48.75123,JXB
5579,87.99837,-11.4443,OAF
5580,39.6175,23.38254,DDG
5581,25.57227,99.74099,QKV
5582,43.36071,85.4866,KWS
5583,-14.32617,111.15961,NHN
5584,12.54616,135.03071,AGM
5585,-2.91966,167.07474,TJJ
5586,67.71004,-73.63967,DUD
5587,1.08481,-24.11762,POH
5588,81.49377,-78.85982,EQV
5589,-22.91355,-70.75951,JKN
5590,-39.29973,86.54457,EWR
5591,-37.49602,26.09023,IJG
5592,-64.45736,-90.00353,WZY
5593,18.89365,-116.68328,KZS
5594,59.83012,-69.2698,FMQ
5595,-62.65673,-95.88069,OLO
5596,6.12725,154.8408,MYI
5597,-47.83311,-4.80404,HZD
5598,-7.93618,49.03074,ASP
5599,-4.00563,80.39658,ABB
5600,51.25313,60.3898,XHG
5601,-28.43095,-168.024,ZUE
5602,26.40047,153.97654,QNS
5603,-11.51681,41.39121,TEX
5604,86.32514,-172.00841,YSS
5605,36.9144,52.85095,KOE
5606,-21.14678,-124.77533,RYR
5607,-37.96657,-173.08656,PBU
5608,-61.59095,104.64605,RRG
5609,58.69167,158.45673,ZUA
5610,-32.57779,-124.28208,JVE
5611,-12.87568,-3.74965,MRA
5612,-8.83096,74.29325,LST
5613,13.35875,-52.6082,YDR
5614,67.08182,133.28999,QYM
5615,-55.10758,165.96295,XHS
5616,-66.45859,177.85141,JAQ
5617,-57.58379,-30.36334,AED
5618,-66.87107,-3.45708,RKA
5619,-60.4354,86.15286,NWK
5620,36.00641,-112.53878,BWL
5621,0.83938,-118.44879,ASG
5622,-15.67747,20.05511,BSP
5623,45.78293,96.38495,ZNE
5624,-1.15543,45.02197,VMX
5625,-12.05141,-165.6572,KCU
5626,-58.78219,-93.64808,ORJ
5627,58.44292,130.45889,QFW
5628,-8.96199,148.16295,JEK
5629,36.32322,-155.58355,ETX
5630,3.65608,138.80623,CBH
5631,7.59463,-154.32363,DRI
5632,-62.59095,-121.94671,WYD
5633,21.7429,-176.80208,ZBN
5634,82.67805,-4.52577,INC
5635,-77.686,162.26612,XCZ
5636,64.0045,157.65624,YBC
5637,-59.00153,152.61793,NEV
5638,-41.96587,-178.78278,KDD
5639,-68.89942,-82.31343,IFB
5640,0.48735,107.63916,QWX
5641,-78.42808,174.72561,FEY
5642,38.7508,-32.18019,WQA
5643,57.52416,13.57808,UIH
5644,74.07214,21.12612,SNH
5645,83.98523,102.81957,FII
5646,32.0003,-124.81759,ZUQ
5647,28.59283,107.95153,NUT
5648,44.77844,-7.89522,ZNE
5649,-63.52053,-151.63357,HTO
5650,-47.99024,-95.58881,CFP
5651,-31.75606,17.11515,QBH
5652,65.14334,-82.51303,RIO
5653,26.84188,149.96191,VGD
5654,-74.14035,86.27757,LGO
5655,67.70094,123.74112,CPX
5656,-45.53849,94.78099,UTR
5657,-82.58365,135.36197,VSD
5658,-25.74446,-85.52575,XDX
5659,71.08576,85.98134,TVX
5660,88.35204,-147.52975,IBA
5661,41.28672,-157.87721,UOF
5662,41.36243,-24.00029,ZTV
5663,-47.34981,-167.3125,JIW
5664,-56.55766,-60.72918,YED
5665,24.73917,115.82292,KFV
5666,1.22684,-54.57552,MCJ
5667,82.82894,-79.01861,UBI
5668,67.52793,-57.16882,OPL
5669,-87.07698,-25.01133,XAP
5670,-38.6714,-12.60832,QCT
5671,-68.1232,-127.1135,TDN
5672,-11.68849,-43.09799,XMI
5673,41.36498,108.47189,PIH
5674,2.09414,-5.18056,QXU
5675,-66.96506,37.86645,BLZ
5676,-30.18013,-131.14193,FOU
5677,2.21708,-27.6358,FMM
5678,-30.76406,-25.91983,DCV
5679,-17.76094,69.89017,ALC
5680,-87.23317,-119.65502,CAM
5681,-43.71478,100.29226,TLC
5682,28.83307,-145.27015,CPJ
5683,29.80407,-106.53692,TKD
5684,-29.51956,-33.82662,EOK
5685,-16.58772,-8.03285,CYY
5686,-84.85685,9.5831,JVA
5687,-87.31615,-62.59165,KZN
5688,-40.00435,19.98266,JCM
5689,-40.5974,-68.48095,GLY
5690,68.85204,-151.6376,TQK
5691,88.81278,-132.15432,PRH
5692,-83.28697,-56.98784,KRB
5693,-66.30726,-90.81464,KGS
5694,26.25992,167.05489,LVH
5695,60.03015,-156.96397,FAF
5696,-33.73733,39.86926,RIV
5697,16.24014,-89.73361,YIJ
5698,33.40369,-99.41486,BAI
5699,78.97242,-156.02564,YVZ
5700,-20.39508,45.28341,FBK
5701,-80.30705,-72.88269,YUT
5702,-69.75029,20.80663,VQP
5703,84.61759,117.79637,LRW
5704,57.52852,-1.69984,CYL
5705,58.27459,-3.72647,NMP
5706,84.61723,-111.82289,CGI
5707,-15.61381,179.73173,BDH
5708,-54.99445,-142.50634,VAS
5709,14.62995,79.29629,LVS
5710,2.74488,-166.34642,PPA
5711,-46.38349,41.02351,BGL
5712,25.85906,21.4204,OMK
5713,13.81958,4.41186,LNQ
5714,-82.29407,133.82579,AEH
5715,-32.44767,84.58816,DVT
5716,-47.93802,96.29347,WTA
5717,1.145,-106.98477,MPV
5718,-24.8654,94.38653,YJU
5719,70.79184,36.17657,OQI
5720,19.40764,64.47667,ABS
5721,-34.29289,106.55856,OLE
5722,14.43939,-119.89608,TFX
5723,-29.70747,-97.80289,ZWG
5724,-52.26142,-81.72567,HVP
5725,-49.13254,133.53418,KOL
5726,22.48551,-31.22012,JLI
5727,-21.35274,65.47122,RTK
5728,46.7124,117.90327,KMP
5729,2.02244,36.15054,BCR
5730,40.42158,-80.07114,UIJ
5731,15.87009,-74.37582,CAV
5732,44.93621,77.06344,KWK
5733,23.60074,-70.41696,LGW
5734,-77.82721,-177.79066,RJZ
5735,-4.27273,28.92494,ERK
5736,34.67763,169.40491,ZVA
5737,68.4445,12.67789,KRY
5738,23.89958,102.26221,ANN
5739,-61.62735,27.23087,FLM
5740,-27.65583,167.06722,UDW
5741,20.64539,131.18518,IPY
5742,-78.46916,-92.16154,QLJ
5743,-46.05366,-144.72341,UEC
5744,-16.07027,-152.63778,KVG
5745,-44.5097,-140.10941,SHI
5746,-21.25545,51.75294,QXZ
5747,36.46482,159.54077,LFH
5748,66.41317,75.85089,HBN
5749,26.15452,-132.15107,CJH
5750,-11.17293,157.94005,XBZ
5751,-35.85762,162.50611,FXW
5752,13.58857,-141.78603,XML
5753,3.32538,-19.4235,RAB
5754,-37.94705,143.24739,WKE
5755,-66.9535,-173.0654,BDZ
5756,22.67276,-6.80242,HDN
5757,80.80396,23.10612,CPF
5758,78.95871,-57.02345,VBG
5759,83.48615,158.03742,SCT
5760,33.89151,-175.13345,IKE
5761,37.01231,132.6448,ZCE
5762,49.91434,43.36499,LCM
5763,21.91321,-140.92909,YLH
5764,88.62305,-154.20015,TJE
5765,0.11782,-139.20205,ONN
5766,43.26282,52.6992,RCO
5767,-58.69367,-135.26974,QPV
5768,51.77577,78.72406,UQK
5769,-54.38131,175.15701,QZE
5770,56.57646,152.78412,NVY
5771,-78.84791,12.9315,DPY
5772,-82.26091,-137.33107,RHW
5773,26.98595,10.4025,CCP
5774,59.46155,135.34641,MXA
5775,-7.25929,142.38745,JYB
5776,72.10735,-98.97712,ZXE
5777,76.78833,-126.06795,DKB
5778,50.79367,-38.61281,XZD
5779,-64.12292,8.36862,EJQ
5780,-66.01221,-42.13671,ASM
5781,1.27708,-37.71885,HNL
5782,-17.41826,90.15235,ZRM
5783,30.67219,49.67393,HQH
5784,83.6376,132.99795,KQD
5785,47.31498,-39.54829,ZTQ
5786,-30.63561,178.99932,KKI
5787,-34.2218,10.47883,SUQ
5788,17.13095,83.71384,EPX
5789,31.25629,-60.88694,MVI
5790,33.84228,123.43443,GPR
5791,14.10797,-18.84492,VRN
5792,-20.37829,135.74843,UQG
5793,-32.31451,65.76415,MAY
5794,48.08481,-112.52344,EDM
5795,-55.93687,-63.84878,DKB
5796,-79.30694,-149.49207,KPI
5797,-3.0524,81.63392,CWT
5798,21.3067,-68.24792,VVF
5799,31.56564,65.69143,UOC
5800,35.62974,-24.1083,WPV
5801,-28.76444,-3.1801,BVO
5802,21.32807,-39.61381,BWV
5803,22.19968,-113.30442,UWE
5804,-15.28449,143.59963,PSZ
5805,-53.18827,31.1961,FXS
5806,10.30528,82.2533,NUT
5807,-51.04559,-124.3555,SHY
5808,-21.16111,135.27929,VQC
5809,83.62549,118.29478,YVF
5810,26.07659,78.35433,AWK
5811,-65.90478,54.21872,IBM
5812,-18.61656,90.68942,JXQ
5813,-4.76966,-15.30502,MFC
5814,-9.58302,-164.86083,KRY
5815,3.68587,130.63813,DND
5816,-64.89613,-126.43941,BOR
5817,43.11789,153.96685,OSI
5818,24.87496,91.12753,NYQ
5819,21.64885,95.12184,AHS
5820,9.79314,176.58651,AUY
5821,45.96186,71.50891,ZDY
5822,64.98815,59.69036,HSH
5823,-44.29182,54.99913,YLJ
5824,-5.43457,-20.75541,AIW
5825,48.36875,-109.90135,KXJ
5826,-88.83118,74.76761,SGG
5827,89.27306,-40.87785,TBQ
5828,69.64197,140.78336,DOD
5829,-82.28173,-95.33743,CUQ
5830,-64.0173,-96.01847,LKE
5831,-3.35648,-26.14835,SYJ
5832,-68.71809,88.59906,POJ
5833,66.38574,-22.20499,PQU
5834,-0.7835,-104.13237,QEZ
5835,-41.5126,143.65505,YSJ
5836,16.15259,8.77544,TNV
5837,-47.54369,124.75862,YTZ
5838,-11.11269,-165.79543,IXB
5839,58.10963,-16.8831,NWG
5840,-45.9577,-19.24724,CMC
5841,-78.63712,-22.18684,GYV
5842,-78.02995,52.13441,QBI
5843,82.66324,-18.49362,BBR
5844,-28.79008,-175.88942,VIW
5845,-42.33537,165.52231,NOB
5846,-17.21104,-146.58121,LNT
5847,-1.3149,18.09228,YLK
5848,57.72849,-112.18806,XQD
5849,66.35255,77.06598,SHF
5850,14.40175,-55.94703,UKR
5851,59.33959,119.28893,VQU
5852,-14.95156,-1.29692,UHU
5853,-51.33048,52.694,LXM
5854,23.88419,-87.86865,QOU
5855,-31.55246,-69.68063,LXY
5856,-34.02186,149.34131,HLA
5857,9.61624,167.2211,EZD
5858,23.27019,-49.83433,PFD
5859,79.52751,58.42254,YVO
5860,-12.12535,-152.65387,DIE
5861,-12.65709,109.94832,GRR
5862,38.23477,17.88468,FDT
5863,32.29761,52.34503,YTH
5864,-9.41178,-96.60409,WVG
5865,-50.97909,-6.56085,QIT
5866,-87.37398,149.72133,FXW
5867,44.82539,-127.44459,QLP
5868,-34.92759,140.05544,NHE
5869,76.67945,-102.56604,WER
5870,22.59975,102.18425,RVO
5871,87.63565,20.48627,RTB
5872,33.27669,131.00895,IDZ
5873,22.90425,151.72414,ZLL
5874,-57.30144,-6.27911,QHZ
5875,7.54296,-136.82551,YLG
5876,35.88456,47.10303,SYV
5877,53.22499,-150.48135,UAZ
5878,54.65705,111.22701,NGV
5879,79.22438,56.57372,VCI
5880,-54.72146,150.24608,UJC
5881,66.32572,139.06119,JUX
5882,-8.73086,-146.0267,FIU
5883,31.83829,-93.95745,DYP
5884,55.64556,11.0772,SCL
5885,-43.96933,-78.02305,ULK
5886,-9.6195,77.64517,FUR
5887,3.18204,129.59717,UMC
5888,60.44636,-68.48667,APJ
5889,-36.47529,59.12418,VKB
5890,14.44803,-17.71471,PVN
5891,72.83713,-132.71646,QRX
5892,-34.67859,0.03118,JJC
5893,3.40183,-85.4991,OSG
5894,61.38041,106.36048,YZZ
5895,-84.07919,110.78666,WDH
5896,63.57243,-171.21626,UQL
5897,-11.46381,-139.61078,UCF
5898,-11.42403,35.95315,IHY
5899,-39.6202,-54.33892,JPB
5900,-53.8516,43.39037,PSL
5901,51.13069,138.06622,JMY
5902,-3.04104,48.49592,KOV
5903,65.08636,-24.43085,NRR
5904,52.69054,18.15443,KLQ
5905,-3.62413,-41.60697,LCK
5906,-36.18097,172.10536,WJD
5907,-17.32162,93.30024,DPQ
5908,81.86795,60.71329,AUY
5909,43.47323,-132.07793,ITP
5910,-70.01694,-92.65497,IQV
5911,55.36061,-154.49747,YYR
5912,-50.84762,92.93778,LJN
5913,-57.90959,-71.50974,GLG
5914,-25.81286,-127.59335,TKP
5915,1.96076,92.2634,TTY
5916,-37.66083,-106.75728,JJH
